Geocodigo;Cidade;Latitude;Longitude
2506400;Gurinhém;-7,121968708;-35,42517646
2506509;Gurjão;-7,246387367;-36,48804876
2506608;Ibiara;-7,501143482;-38,40468282
2506707;Imaculada;-7,389660335;-37,50670388
2506806;Ingá;-7,291162012;-35,61079795
2506905;Itabaiana;-7,336040691;-35,33711749
2507002;Itaporanga;-7,30398355;-38,14985977
2507101;Itapororoca;-6,828933003;-35,24628296
2507200;Itatuba;-7,378342624;-35,62772361
2507309;Jacaraú;-6,61369779;-35,28977858
2507408;Jericó;-6,553695272;-37,8088562
2507507;João Pessoa;-7,128609406;-34,86160456
2507606;Juarez Távora;-7,171659867;-35,59160828
2507705;Juazeirinho;-7,06833965;-36,57923795
2507804;Junco do Seridó;-6,994164428;-36,71418898
2507903;Juripiranga;-7,372594201;-35,23723605
2508000;Juru;-7,535101207;-37,81787538
2508109;Lagoa;-6,590523517;-37,91404674
2508208;Lagoa de Dentro;-6,670805868;-35,37926911
2508307;Lagoa Seca;-7,155824739;-35,85456342
2508406;Lastro;-6,517812802;-38,17888972
2508505;Livramento;-7,373776784;-36,94496041
2508554;Logradouro;-6,616495338;-35,44073893
2508604;Lucena;-6,898153894;-34,8730507
2508703;Mãe d'Água;-7,257912305;-37,42769494
2508802;Malta;-6,906358059;-37,52192937
2508901;Mamanguape;-6,833403404;-35,12016688
2509008;Manaíra;-7,707366495;-38,1549646
2509057;Marcação;-6,769848914;-35,01159637
2509107;Mari;-7,057960472;-35,31876894
2509156;Marizópolis;-6,843801371;-38,3461481
2509206;Massaranduba;-7,181242232;-35,73364904
2509305;Mataraca;-6,59870479;-35,05412512
2509339;Matinhas;-7,122040443;-35,77013866
2509370;Mato Grosso;-6,54155002;-37,71193727
2509396;Maturéia;-7,265607523;-37,34184188
2509404;Mogeiro;-7,306826572;-35,47298571
2509503;Montadas;-7,087774855;-35,95965232
2509602;Monte Horebe;-7,214736924;-38,58458208
2509701;Monteiro;-7,894646549;-37,12213009
2509800;Mulungu;-7,031474196;-35,46437952
2509909;Natuba;-7,643499876;-35,55311245
2510006;Nazarezinho;-6,915306139;-38,32570329
2510105;Nova Floresta;-6,456701601;-36,20494044
2510204;Nova Olinda;-7,482349139;-38,04204992
2510303;Nova Palmeira;-6,678900795;-36,41986562
2510402;Olho d'Água;-7,228602246;-37,75041818
2510501;Olivedos;-6,991666445;-36,24400656
2510600;Ouro Velho;-7,617782065;-37,15310736
2510659;Parari;-7,318208325;-36,65623676
2510709;Passagem;-7,136881968;-37,04946839
2510808;Patos;-7,031293073;-37,28105912
2510907;Paulista;-6,594023788;-37,6243332
2511004;Pedra Branca;-7,4276196;-38,06875922
2511103;Pedra Lavrada;-6,756036703;-36,46835319
2511202;Pedras de Fogo;-7,402538072;-35,11248001
2511301;Piancó;-7,197185443;-37,92532767
2511400;Picuí;-6,50886581;-36,35000217
2511509;Pilar;-7,266466527;-35,25699583
2511608;Pilões;-6,866654016;-35,61182313
2511707;Pilõezinhos;-6,84252102;-35,52926669
2511806;Pirpirituba;-6,780744265;-35,49709108
2511905;Pitimbu;-7,464222446;-34,81653781
2512002;Pocinhos;-7,073806892;-36,06083442
2512036;Poço Dantas;-6,404035087;-38,49635452
2512077;Poço de José de Moura;-6,574616684;-38,51158924
2512101;Pombal;-6,770932158;-37,80039811
2512200;Prata;-7,695018279;-37,08360734
2512309;Princesa Isabel;-7,737123574;-37,99193232
2512408;Puxinanã;-7,147244074;-35,96303544
2512507;Queimadas;-7,366947933;-35,90359131
2512606;Quixaba;-7,030853212;-37,14840676
2512705;Remígio;-6,968053119;-35,79230648
2512721;Pedro Régis;-6,640412865;-35,27337767
2512747;Riachão;-6,540518852;-35,66038948
2512754;Riachão do Bacamarte;-7,250812776;-35,665256
2512762;Riachão do Poço;-7,146660116;-35,26361623
2512788;Riacho de Santo Antônio;-7,692207869;-36,15600069
2512804;Riacho dos Cavalos;-6,43724968;-37,65053392
2512903;Rio Tinto;-6,808640874;-35,0768579
2513000;Salgadinho;-7,102726943;-36,84503732
2513109;Salgado de São Félix;-7,357580231;-35,43636633
2513158;Santa Cecília;-7,743028406;-35,87940613
2513208;Santa Cruz;-6,533917901;-38,0608754
2513307;Santa Helena;-6,721182179;-38,64002316
2513356;Santa Inês;-7,626380943;-38,55868718
2513406;Santa Luzia;-6,869725885;-36,91887113
2513505;Santana de Mangueira;-7,553486589;-38,33274422
2513604;Santana dos Garrotes;-7,385368735;-37,98730431
2513653;Joca Claudino;-6,482853554;-38,48002007
2513703;Santa Rita;-7,151181527;-34,97073838
2513802;Santa Teresinha;-7,084215382;-37,44402862
2513851;Santo André;-7,220197882;-36,63166304
2513901;São Bento;-6,491642962;-37,45003027
2513927;São Bentinho;-6,890560967;-37,72590575
2513943;São Domingos do Cariri;-7,633344121;-36,43315541
2513968;São Domingos;-6,816322326;-37,94149929
2513984;São Francisco;-6,619231384;-38,09490683
2514008;São João do Cariri;-7,38948371;-36,5314453
2514107;São João do Tigre;-8,080549891;-36,848467
2514206;São José da Lagoa Tapada;-6,941153234;-38,16229158
2514305;São José de Caiana;-7,251087052;-38,30147019
2514404;São José de Espinharas;-6,846134548;-37,32571447
2514453;São José dos Ramos;-7,247816698;-35,37825219
2514503;São José de Piranhas;-7,120596608;-38,49817101
2514552;São José de Princesa;-7,740693931;-38,09865273
2514602;São José do Bonfim;-7,160356818;-37,30724017
2514651;São José do Brejo do Cruz;-6,212189619;-37,35490902
2514701;São José do Sabugi;-6,774055049;-36,79836111
2514800;São José dos Cordeiros;-7,391384108;-36,80785048
2514909;São Mamede;-6,927707475;-37,09542819
2515005;São Miguel de Taipu;-7,250164469;-35,21013726
2515104;São Sebastião de Lagoa de Roça;-7,105727759;-35,86862972
2515203;São Sebastião do Umbuzeiro;-8,152796468;-37,00932151
2515302;Sapé;-7,09079878;-35,23053542
2515401;São Vicente do Seridó;-6,933754468;-36,4011628
2515500;Serra Branca;-7,485117329;-36,66185687
2515609;Serra da Raiz;-6,684635319;-35,43681747
2515708;Serra Grande;-7,2156536;-38,36904168
2515807;Serra Redonda;-7,18669078;-35,67996411
2515906;Serraria;-6,819038893;-35,63357396
2515930;Sertãozinho;-6,749767573;-35,43637136
2515971;Sobrado;-7,143728582;-35,237376
2516003;Solânea;-6,76053494;-35,65872501
2516102;Soledade;-7,059088519;-36,36292896
2516151;Sossêgo;-6,766246818;-36,24743582
2516201;Sousa;-6,758422441;-38,23265857
2516300;Sumé;-7,672511921;-36,88287565
2516409;Tacima;-6,487486352;-35,63971919
2516508;Taperoá;-7,208983834;-36,82423335
2516607;Tavares;-7,635826501;-37,87718139
2516706;Teixeira;-7,223724169;-37,2523094
2516755;Tenório;-6,941702969;-36,62850953
2516805;Triunfo;-6,57870033;-38,59748506
2516904;Uiraúna;-6,52145667;-38,41291355
2517001;Umbuzeiro;-7,696833579;-35,66288787
2517100;Várzea;-6,77091265;-36,9925564
2517209;Vieirópolis;-6,544070263;-38,2784266
2517407;Zabelê;-8,076006927;-37,09933391
2600054;Abreu e Lima;-7,903838884;-34,90731181
2600104;Afogados da Ingazeira;-7,750158406;-37,6383508
2600203;Afrânio;-8,514635165;-41,00696085
2600302;Agrestina;-8,455633024;-35,94808663
2600401;Água Preta;-8,709892814;-35,52357028
2600500;Águas Belas;-9,111137172;-37,12164021
2600609;Alagoinha;-8,46489112;-36,77606985
2600708;Aliança;-7,604191776;-35,22989094
2600807;Altinho;-8,487784351;-36,05957678
2600906;Amaraji;-8,377434306;-35,45145961
2601003;Angelim;-8,888201697;-36,28806297
2601052;Araçoiaba;-7,787277488;-35,08622544
2601102;Araripina;-7,577038548;-40,4981372
2601201;Arcoverde;-8,417908645;-37,05714488
2601300;Barra de Guabiraba;-8,416895608;-35,66314426
2601409;Barreiros;-8,813225397;-35,19760542
2601508;Belém de Maria;-8,62417972;-35,84058919
2601607;Belém do São Francisco;-8,753533857;-38,96335149
2601706;Belo Jardim;-8,336853446;-36,42239014
2601805;Betânia;-8,273529892;-38,03650554
2601904;Bezerros;-8,236738995;-35,75266366
2602001;Bodocó;-7,779239264;-39,93820102
2602100;Bom Conselho;-9,167018433;-36,6856388
2602209;Bom Jardim;-7,798958763;-35,58798895
2602308;Bonito;-8,471233625;-35,73327836
2602407;Brejão;-9,028121791;-36,56788457
2602506;Brejinho;-7,348494931;-37,28594694
2602605;Brejo da Madre de Deus;-8,144145016;-36,37107438
2602704;Buenos Aires;-7,721747612;-35,32730652
2602803;Buíque;-8,623017546;-37,15580855
2602902;Cabo de Santo Agostinho;-8,287476549;-35,03155134
2603009;Cabrobó;-8,511220755;-39,31350954
2603108;Cachoeirinha;-8,488360901;-36,23701241
2603207;Caetés;-8,772455639;-36,62629069
2603306;Calçado;-8,740984199;-36,33597261
2603405;Calumbi;-7,940194889;-38,15083933
2603454;Camaragibe;-8,022116332;-34,98294947
2603504;Camocim de São Félix;-8,362629445;-35,76447956
2603603;Camutanga;-7,409883941;-35,27315846
2603702;Canhotinho;-8,881524628;-36,19178337
2603801;Capoeiras;-8,740589583;-36,62798056
2603900;Carnaíba;-7,804060266;-37,79239389
2603926;Carnaubeira da Penha;-8,319732711;-38,74383868
2604007;Carpina;-7,848120171;-35,25663918
2604106;Caruaru;-8,281979742;-35,96707019
2604155;Casinhas;-7,74512512;-35,72371723
2604205;Catende;-8,667591185;-35,72277795
2604304;Cedro;-7,720635016;-39,23735057
2604403;Chã de Alegria;-8,001124278;-35,21268179
2604502;Chã Grande;-8,242298359;-35,4596838
2604601;Condado;-7,586182632;-35,10337789
2604700;Correntes;-9,128672114;-36,32841417
2604809;Cortês;-8,472133659;-35,54277102
2604908;Cumaru;-8,010934009;-35,69719562
2605004;Cupira;-8,611489025;-35,95168677
2605103;Custódia;-8,087653429;-37,64170148
2605152;Dormentes;-8,444303356;-40,7662834
2605202;Escada;-8,361129385;-35,23165904
2605301;Exu;-7,511148797;-39,72183204
2605400;Feira Nova;-7,948019956;-35,38882286
2605459;Fernando de Noronha;-3,852021401;-32,43518633
2605509;Ferreiros;-7,450083785;-35,24345196
2605608;Flores;-7,868276945;-37,97432384
2605707;Floresta;-8,601682358;-38,5745633
2605806;Frei Miguelinho;-7,941641133;-35,92080487
2605905;Gameleira;-8,583587951;-35,38586498
2606002;Garanhuns;-8,885708093;-36,48330526
2606101;Glória do Goitá;-8,002470392;-35,29410442
2606200;Goiana;-7,562427027;-35,01255797
2606309;Granito;-7,716318749;-39,61534786
2606408;Gravatá;-8,208123494;-35,57067209
2606507;Iati;-9,043682705;-36,84651053
2606606;Ibimirim;-8,538011936;-37,69602999
2606705;Ibirajuba;-8,579532853;-36,17696614
2606804;Igarassu;-7,837795738;-34,90248601
2606903;Iguaracy;-7,835241399;-37,51488422
2607000;Inajá;-8,901785722;-37,82544045
2607109;Ingazeira;-7,677737108;-37,45986778
2607208;Ipojuca;-8,398630829;-35,06365257
2607307;Ipubi;-7,651085689;-40,14765355
2607406;Itacuruba;-8,726299393;-38,68754443
2607505;Itaíba;-8,946978994;-37,42146331
2607604;Ilha de Itamaracá;-7,75183565;-34,82756383
2607653;Itambé;-7,409472426;-35,11132556
2607703;Itapetim;-7,378059453;-37,18950221
2607752;Itapissuma;-7,776241148;-34,8944441
2607802;Itaquitinga;-7,664713952;-35,10278901
2607901;Jaboatão dos Guararapes;-8,114236765;-35,02136621
2607950;Jaqueira;-8,728043513;-35,79778084
2608008;Jataúba;-7,986286243;-36,49610615
2608057;Jatobá;-9,186872841;-38,26928201
2608107;João Alfredo;-7,860685375;-35,59117472
2608206;Joaquim Nabuco;-8,626489602;-35,52747043
2608255;Jucati;-8,706730872;-36,48889555
2608305;Jupi;-8,711965382;-36,41820328
2608404;Jurema;-8,720145271;-36,13635584
2608453;Lagoa do Carro;-7,842489596;-35,31230732
2608503;Lagoa de Itaenga;-7,934850593;-35,29343307
2608602;Lagoa do Ouro;-9,126502446;-36,45767704
2608701;Lagoa dos Gatos;-8,654090665;-35,90398493
2608750;Lagoa Grande;-8,994631534;-40,27024006
2608800;Lajedo;-8,660387965;-36,32305796
2608909;Limoeiro;-7,8797439;-35,44616462
2609006;Macaparana;-7,554413103;-35,45005684
2609105;Machados;-7,684113628;-35,52507754
2609154;Manari;-8,961018606;-37,62457032
2609204;Maraial;-8,782328913;-35,81298973
2609303;Mirandiba;-8,121372973;-38,72905433
2609402;Moreno;-8,122620202;-35,10355411
2609501;Nazaré da Mata;-7,749803753;-35,23584694
2609600;Olinda;-8,013359213;-34,85166937
2609709;Orobó;-7,74725581;-35,60450943
2609808;Orocó;-8,617596744;-39,59979964
2609907;Ouricuri;-7,883947749;-40,08073621
2610004;Palmares;-8,679891659;-35,58957282
2610103;Palmeirina;-9,013365335;-36,3257139
2610202;Panelas;-8,664567402;-36,007174
2610301;Paranatama;-8,920569565;-36,65952213
2610400;Parnamirim;-8,09155781;-39,57823937
2610509;Passira;-7,97759329;-35,58394722
2610608;Paudalho;-7,901639925;-35,16833072
2610707;Paulista;-7,940593327;-34,86738567
2610806;Pedra;-8,499946859;-36,94590267
2610905;Pesqueira;-8,362070449;-36,69646431
2611002;Petrolândia;-8,97419542;-38,2219047
2611101;Petrolina;-9,381090919;-40,52694393
2611200;Poção;-8,186205304;-36,70405393
2611309;Pombos;-8,14574427;-35,39888087
2611408;Primavera;-8,332382844;-35,35179475
2611507;Quipapá;-8,825768158;-36,01082305
2611533;Quixaba;-7,719143961;-37,84596348
2611606;Recife;-8,04263951;-34,87912532
2611705;Riacho das Almas;-8,134470656;-35,85958322
2611804;Ribeirão;-8,512335207;-35,37746466
2611903;Rio Formoso;-8,661140937;-35,15635614
2612000;Sairé;-8,328699394;-35,71088905
2612109;Salgadinho;-7,939750856;-35,6335384
2612208;Salgueiro;-8,073734;-39,12469
2612307;Saloá;-8,973902949;-36,68971591
2612406;Sanharó;-8,361797279;-36,56323071
2612455;Santa Cruz;-8,240975344;-40,33761609
2612471;Santa Cruz da Baixa Verde;-7,821186353;-38,15212007
2612505;Santa Cruz do Capibaribe;-7,948442934;-36,20639005
2612554;Santa Filomena;-8,160442569;-40,61195371
2612604;Santa Maria da Boa Vista;-8,797655;-39,824056
2612703;Santa Maria do Cambucá;-7,832980095;-35,88137277
2612802;Santa Terezinha;-7,374637258;-37,48000256
2612901;São Benedito do Sul;-8,811135092;-35,9473142
2613008;São Bento do Una;-8,52181109;-36,44290903
2613107;São Caitano;-8,328399213;-36,13952123
2613206;São João;-8,877845178;-36,3665297
2613305;São Joaquim do Monte;-8,432532134;-35,80888127
2613404;São José da Coroa Grande;-8,888849704;-35,15575612
2613503;São José do Belmonte;-7,861412439;-38,75749518
2613602;São José do Egito;-7,469867229;-37,27427953
2613701;São Lourenço da Mata;-8,00217736;-35,02388027
2613800;São Vicente Férrer;-7,592066583;-35,48661295
2613909;Serra Talhada;-7,991854605;-38,29861168
2614006;Serrita;-7,946025181;-39,29415758
2614105;Sertânia;-8,071966827;-37,26741685
2614204;Sirinhaém;-8,593338326;-35,11435453
2614303;Moreilândia;-7,630104181;-39,55033759
2614402;Solidão;-7,600667636;-37,65274451
2614501;Surubim;-7,847061383;-35,7604976
2614600;Tabira;-7,592116325;-37,54026429
2614709;Tacaimbó;-8,316924115;-36,29190097
2614808;Tacaratu;-9,10339133;-38,14984089
2614857;Tamandaré;-8,7536945;-35,10085401
2615003;Taquaritinga do Norte;-7,903503523;-36,04551095
2615102;Terezinha;-9,056027908;-36,62450722
2615201;Terra Nova;-8,229364875;-39,37740327
2615300;Timbaúba;-7,510398452;-35,31722375
2615409;Toritama;-8,004173642;-36,05690128
2615508;Tracunhaém;-7,803247541;-35,23636422
2615607;Trindade;-7,761068437;-40,26586885
2615706;Triunfo;-7,8386835;-38,10240228
2615805;Tupanatinga;-8,753579037;-37,34327425
2615904;Tuparetama;-7,609259466;-37,31619181
2616001;Venturosa;-8,57644675;-36,87623436
2616100;Verdejante;-7,925984592;-38,97030007
2616183;Vertente do Lério;-7,775011247;-35,85075979
2616209;Vertentes;-7,903602149;-35,98672534
2616308;Vicência;-7,656441109;-35,32186037
2616407;Vitória de Santo Antão;-8,115465938;-35,29978279
2616506;Xexéu;-8,807996591;-35,63007438
2700102;Água Branca;-9,261500734;-37,93550089
2700201;Anadia;-9,68389873;-36,30295323
2700300;Arapiraca;-9,743624466;-36,65676929
2700409;Atalaia;-9,513322291;-36,00572328
2700508;Barra de Santo Antônio;-9,40407681;-35,5104968
2700607;Barra de São Miguel;-9,833981694;-35,89029918
2700706;Batalha;-9,673450667;-37,12788954
2700805;Belém;-9,570864186;-36,4917518
2700904;Belo Monte;-9,821309133;-37,28375635
2701001;Boca da Mata;-9,645692692;-36,2072945
2701100;Branquinha;-9,23592439;-36,01486664
2701209;Cacimbinhas;-9,399837125;-36,98962656
2701308;Cajueiro;-9,39263035;-36,15361737
2701357;Campestre;-8,850898243;-35,56797199
2701407;Campo Alegre;-9,78537416;-36,35010991
2701506;Campo Grande;-9,957173995;-36,79151472
2701605;Canapi;-9,121104596;-37,59692457
2701704;Capela;-9,411496663;-36,08046944
2701803;Carneiros;-9,483702654;-37,37594076
2701902;Chã Preta;-9,252714459;-36,29826332
2702009;Coité do Nóia;-9,634341806;-36,57767281
2702108;Colônia Leopoldina;-8,912400611;-35,72367799
2702207;Coqueiro Seco;-9,63406851;-35,79550884
2702306;Coruripe;-10,12609712;-36,17787897
2702355;Craíbas;-9,619966914;-36,76906973
2702405;Delmiro Gouveia;-9,383604546;-38,00328817
2702504;Dois Riachos;-9,387436292;-37,08967498
2702553;Estrela de Alagoas;-9,388967326;-36,7600101
2702603;Feira Grande;-9,898610961;-36,67901529
2702702;Feliz Deserto;-10,29368816;-36,3075515
2702801;Flexeiras;-9,276439798;-35,72444064
2702900;Girau do Ponciano;-9,88506393;-36,82682725
2703007;Ibateguara;-8,973894356;-35,93049301
2703106;Igaci;-9,539739575;-36,63627114
2703205;Igreja Nova;-10,12839058;-36,657106
2703304;Inhapi;-9,225452577;-37,75132928
2703403;Jacaré dos Homens;-9,634638746;-37,2048007
2703502;Jacuípe;-8,842797931;-35,45786775
2703601;Japaratinga;-9,087974141;-35,25937032
2703700;Jaramataia;-9,659308218;-37,00172583
2703759;Jequiá da Praia;-10,01130737;-36,02132714
2703809;Joaquim Gomes;-9,137388804;-35,75527821
2703908;Jundiá;-8,940672981;-35,55487489
2704005;Junqueiro;-9,911494826;-36,47313946
2704104;Lagoa da Canoa;-9,829386385;-36,74012422
2704203;Limoeiro de Anadia;-9,740711903;-36,50345747
2704302;Maceió;-9,640481851;-35,71505187
2704401;Major Isidoro;-9,533910488;-36,98697005
2704500;Maragogi;-9,011649768;-35,22258781
2704609;Maravilha;-9,230121442;-37,35138354
2704708;Marechal Deodoro;-9,714840887;-35,8944392
2704807;Maribondo;-9,578407593;-36,3044996
2704906;Mar Vermelho;-9,448023854;-36,38794642
2705002;Mata Grande;-9,119151666;-37,73125999
2705101;Matriz de Camaragibe;-9,154313687;-35,53031328
2705200;Messias;-9,393097809;-35,83953292
2705309;Minador do Negrão;-9,307797779;-36,86604672
2705408;Monteirópolis;-9,603425643;-37,24818757
2705507;Murici;-9,304895433;-35,94481987
2705606;Novo Lino;-8,943901824;-35,66187561
2705705;Olho d'Água das Flores;-9,53345825;-37,29580229
2705804;Olho d'Água do Casado;-9,503650749;-37,82704507
2705903;Olho d'Água Grande;-10,0571344;-36,81329294
2706000;Olivença;-9,518077391;-37,19120103
2706109;Ouro Branco;-9,161032178;-37,35759206
2706208;Palestina;-9,671121628;-37,33030245
2706307;Palmeira dos Índios;-9,411315538;-36,63240923
2706406;Pão de Açúcar;-9,748086562;-37,43379973
2706422;Pariconha;-9,256963433;-37,99993057
2706448;Paripueira;-9,469144635;-35,5554
2706505;Passo de Camaragibe;-9,239663439;-35,48727853
2706604;Paulo Jacinto;-9,367792933;-36,36880852
2706703;Penedo;-10,29133699;-36,58280283
2706802;Piaçabuçu;-10,40629556;-36,43148187
2706901;Pilar;-9,594050714;-35,95545335
2707008;Pindoba;-9,475446256;-36,2890846
2707107;Piranhas;-9,610195816;-37,76346397
2707206;Poço das Trincheiras;-9,304875552;-37,28478014
2707305;Porto Calvo;-9,053377928;-35,39877563
2707404;Porto de Pedras;-9,159950527;-35,29641655
2707503;Porto Real do Colégio;-10,18551817;-36,83635799
2707602;Quebrangulo;-9,320222911;-36,47045018
2707701;Rio Largo;-9,481584982;-35,84568369
2707800;Roteiro;-9,831941015;-35,9788503
2707909;Santa Luzia do Norte;-9,599548368;-35,82404177
2708006;Santana do Ipanema;-9,368977119;-37,24844795
2708105;Santana do Mundaú;-9,17052459;-36,22097496
2708204;São Brás;-10,12146424;-36,90194113
2708303;São José da Laje;-9,013164522;-36,04837952
2708402;São José da Tapera;-9,560566069;-37,38119694
2708501;São Luís do Quitunde;-9,315785438;-35,56213143
2708600;São Miguel dos Campos;-9,779993347;-36,10003395
2708709;São Miguel dos Milagres;-9,266551803;-35,37641204
2708808;São Sebastião;-9,931906243;-36,55016368
2708907;Satuba;-9,569243046;-35,82449636
2708956;Senador Rui Palmeira;-9,467510856;-37,45709338
2709004;Tanque d'Arca;-9,534774688;-36,43338822
2709103;Taquarana;-9,646285118;-36,49299275
2709152;Teotônio Vilela;-9,910788658;-36,35471183
2709202;Traipu;-9,964884748;-36,9987244
2709301;União dos Palmares;-9,158223366;-36,02445478
2709400;Viçosa;-9,371881698;-36,24227971
2800100;Amparo do São Francisco;-10,13618813;-36,92944159
2800209;Aquidabã;-10,28431557;-37,02020934
2800308;Aracaju;-10,92487491;-37,06349511
2800407;Arauá;-11,26518844;-37,6179411
2800506;Areia Branca;-10,76020191;-37,31147604
2800605;Barra dos Coqueiros;-10,90419548;-37,03311621
2800670;Boquim;-11,14632142;-37,6205903
2800704;Brejo Grande;-10,42957997;-36,46753872
2801009;Campo do Brito;-10,74581036;-37,49348425
2801108;Canhoba;-10,13797357;-36,98188067
2801207;Canindé de São Francisco;-9,660547818;-37,78911092
2801306;Capela;-10,50631888;-37,05395173
2801405;Carira;-10,3570029;-37,7031905
2801504;Carmópolis;-10,64897322;-36,98424818
2801603;Cedro de São João;-10,25172612;-36,88119565
2801702;Cristinápolis;-11,47818101;-37,75583631
2801900;Cumbe;-10,35540413;-37,18252775
2802007;Divina Pastora;-10,67830704;-37,15169903
2802106;Estância;-11,26860826;-37,43762977
2802205;Feira Nova;-10,26372201;-37,30950301
2802304;Frei Paulo;-10,55057866;-37,53403809
2802403;Gararu;-9,967739762;-37,08218192
2802502;General Maynard;-10,68514258;-36,98435477
2802601;Gracho Cardoso;-10,22994965;-37,19703886
2802700;Ilha das Flores;-10,43616057;-36,53578713
2802809;Indiaroba;-11,51845969;-37,51040107
2802908;Itabaiana;-10,68657437;-37,42575823
2803005;Itabaianinha;-11,27701083;-37,78856917
2803104;Itabi;-10,12735423;-37,10266602
2803203;Itaporanga d'Ajuda;-10,99807426;-37,31216887
2803302;Japaratuba;-10,59118477;-36,94439668
2803401;Japoatã;-10,34449458;-36,79829564
2803500;Lagarto;-10,91423649;-37,67071894
2803609;Laranjeiras;-10,80476128;-37,16711155
2803708;Macambira;-10,66654434;-37,54147969
2803807;Malhada dos Bois;-10,3446043;-36,92093096
2803906;Malhador;-10,65860969;-37,30623952
2804003;Maruim;-10,73810239;-37,08096169
2804102;Moita Bonita;-10,5791038;-37,34313467
2804201;Monte Alegre de Sergipe;-10,03075956;-37,56168326
2804300;Muribeca;-10,42432215;-36,95656417
2804409;Neópolis;-10,31962244;-36,58398501
2804458;Nossa Senhora Aparecida;-10,3974635;-37,45182229
2804508;Nossa Senhora da Glória;-10,21621268;-37,41909559
2804607;Nossa Senhora das Dores;-10,49108029;-37,19666415
2804706;Nossa Senhora de Lourdes;-10,07881664;-37,05752224
2804805;Nossa Senhora do Socorro;-10,84153079;-37,06451748
2804904;Pacatuba;-10,45153923;-36,64807209
2805000;Pedra Mole;-10,61896889;-37,68724371
2805109;Pedrinhas;-11,19281057;-37,67067549
2805208;Pinhão;-10,56800607;-37,7224022
2805307;Pirambu;-10,7371008;-36,8510462
2805406;Poço Redondo;-9,806375649;-37,68155887
2805505;Poço Verde;-10,71553172;-38,17807486
2805604;Porto da Folha;-9,914352307;-37,28884797
2805703;Propriá;-10,21680333;-36,83965159
2805802;Riachão do Dantas;-11,06955965;-37,72566258
2805901;Riachuelo;-10,73143362;-37,18717396
2806008;Ribeirópolis;-10,53679178;-37,43511452
2806107;Rosário do Catete;-10,69615444;-37,03252259
2806206;Salgado;-11,03195;-37,47540167
2806305;Santa Luzia do Itanhy;-11,35282833;-37,44868
2806404;Santana do São Francisco;-10,29238123;-36,60760455
2806503;Santa Rosa de Lima;-10,64682559;-37,19388441
2806602;Santo Amaro das Brotas;-10,78851594;-37,05338426
2806701;São Cristóvão;-11,01402001;-37,20762833
2806800;São Domingos;-10,79465634;-37,57000874
2806909;São Francisco;-10,34525536;-36,88375515
2807006;São Miguel do Aleixo;-10,38874176;-37,3824813
2807105;Simão Dias;-10,73911991;-37,80975914
2807204;Siriri;-10,60448537;-37,11348794
2807303;Telha;-10,20650678;-36,88103623
2807402;Tobias Barreto;-11,18587643;-37,99795609
2807501;Tomar do Geru;-11,36667622;-37,84157689
2807600;Umbaúba;-11,3833654;-37,66151791
2900108;Abaíra;-13,25072213;-41,66475181
2900207;Abaré;-8,723745693;-39,11458326
2900306;Acajutiba;-11,66014365;-38,01866858
2900355;Adustina;-10,53564506;-38,11583226
2900405;Água Fria;-11,86992291;-38,76151444
2900504;Érico Cardoso;-13,41758555;-42,14071832
2900603;Aiquara;-14,12569584;-39,88884101
2900702;Alagoinhas;-12,1404258;-38,42350491
2900801;Alcobaça;-17,5275082;-39,19437832
2900900;Almadina;-14,70513193;-39,63762169
2901007;Amargosa;-13,03188321;-39,59726809
2901106;Amélia Rodrigues;-12,39757512;-38,75355781
2901155;América Dourada;-11,45339019;-41,43679492
2901205;Anagé;-14,61425772;-41,1390524
2901304;Andaraí;-12,79523927;-41,32868338
2901353;Andorinha;-10,34357578;-39,83381197
2901403;Angical;-12,00911529;-44,70018422
2901502;Anguera;-12,15189784;-39,24408954
2901601;Antas;-10,41315141;-38,33237696
2901700;Antônio Cardoso;-12,43617477;-39,1197356
2901809;Antônio Gonçalves;-10,57215003;-40,2758618
2901908;Aporá;-11,66000335;-38,07967501
2901957;Apuarema;-13,85584934;-39,7447605
2902005;Aracatu;-14,43001115;-41,46374185
2902054;Araçás;-12,21438775;-38,20198916
2902104;Araci;-11,33333027;-38,95994983
2902203;Aramari;-12,09078441;-38,49596538
2902252;Arataca;-15,26036874;-39,41319515
2902302;Aratuípe;-13,07731655;-39,00190428
2902401;Aurelino Leal;-14,31811019;-39,32269951
2902500;Baianópolis;-12,30756559;-44,53869108
2902609;Baixa Grande;-11,95610422;-40,16872804
2902658;Banzaê;-10,58304189;-38,61311703
2902708;Barra;-11,08947111;-43,14231768
2902807;Barra da Estiva;-13,62731302;-41,33061941
2902906;Barra do Choça;-14,86442859;-40,57611447
2903003;Barra do Mendes;-11,80758862;-42,06084037
2903102;Barra do Rocha;-14,20966398;-39,60021067
2903201;Barreiras;-12,12209861;-45,00787135
2903235;Barro Alto;-11,76203488;-41,91001094
2903276;Barrocas;-11,53030739;-39,07897578
2903300;Barro Preto;-14,80975439;-39,47333467
2903409;Belmonte;-15,85997064;-38,87909841
2903508;Belo Campo;-15,03712811;-41,26071455
2903607;Biritinga;-11,62145222;-38,80547998
2903706;Boa Nova;-14,36417455;-40,20608677
2903805;Boa Vista do Tupim;-12,66056146;-40,60888709
2903904;Bom Jesus da Lapa;-13,24975871;-43,40573683
2903953;Bom Jesus da Serra;-14,37395111;-40,50491999
2904001;Boninal;-12,70789652;-41,82656629
