Geocodigo;Cidade;Latitude;Longitude
3129004;Guiricema;-21,0081048;-42,71883472
3129103;Gurinhatã;-19,213;-49,786
3129202;Heliodora;-22,06722221;-45,54222244
3129301;Iapu;-19,43568688;-42,21325695
3129400;Ibertioga;-21,43199603;-43,96315499
3129509;Ibiá;-19,48897929;-46,54742805
3129608;Ibiaí;-16,85790713;-44,90924825
3129657;Ibiracatu;-15,66695227;-44,16412062
3129707;Ibiraci;-20,46199999;-47,12200005
3129806;Ibirité;-20,02192537;-44,05888875
3129905;Ibitiúra de Minas;-22,06099999;-46,44000019
3130002;Ibituruna;-21,1522836;-44,74930501
3130051;Icaraí de Minas;-16,21944619;-44,90458125
3130101;Igarapé;-20,06972125;-44,301864
3130200;Igaratinga;-19,955;-44,709
3130309;Iguatama;-20,174;-45,711
3130408;Ijaci;-21,17647852;-44,919998
3130507;Ilicínea;-20,936;-45,833
3130556;Imbé de Minas;-19,59725096;-41,96969866
3130606;Inconfidentes;-22,31699999;-46,32800011
3130655;Indaiabira;-15,49233122;-42,19776588
3130705;Indianópolis;-19,03734823;-47,91853175
3130804;Ingaí;-21,40166085;-44,91876724
3130903;Inhapim;-19,54899996;-42,12000281
3131000;Inhaúma;-19,491;-44,39
3131109;Inimutaba;-18,729;-44,361
3131158;Ipaba;-19,41399995;-42,41900231
3131208;Ipanema;-19,79983463;-41,71486348
3131307;Ipatinga;-19,46799995;-42,53700213
3131406;Ipiaçu;-18,692;-49,943
3131505;Ipuiúna;-22,09888888;-46,18972234
3131604;Iraí de Minas;-18,9871627;-47,46295809
3131703;Itabira;-19,61899996;-43,22700133
3131802;Itabirinha;-18,56544598;-41,23313799
3131901;Itabirito;-20,25302965;-43,80083596
3132008;Itacambira;-17,06796229;-43,31446552
3132107;Itacarambi;-15,09634277;-44,09830684
3132206;Itaguara;-20,39201814;-44,4882253
3132305;Itaipé;-17,4002298;-41,66928305
3132404;Itajubá;-22,42555555;-45,45277802
3132503;Itamarandiba;-17,85699992;-42,85900171
3132602;Itamarati de Minas;-21,41696336;-42,81687248
3132701;Itambacuri;-18,03443248;-41,67859386
3132800;Itambé do Mato Dentro;-19,41593103;-43,3222828
3132909;Itamogi;-21,07695612;-47,04996343
3133006;Itamonte;-22,28136369;-44,87039419
3133105;Itanhandu;-22,29798518;-44,93660693
3133204;Itanhomi;-19,16928464;-41,86145137
3133303;Itaobim;-16,56092488;-41,50280789
3133402;Itapagipe;-19,90227826;-49,3671621
3133501;Itapecerica;-20,473;-45,126
3133600;Itapeva;-22,76805555;-46,22083345
3133709;Itatiaiuçu;-20,19704516;-44,42097902
3133758;Itaú de Minas;-20,73899999;-46,75200007
3133808;Itaúna;-20,07886685;-44,58367755
3133907;Itaverava;-20,67790246;-43,60997003
3134004;Itinga;-16,60820347;-41,76987548
3134103;Itueta;-19,39446457;-41,2254319
3134202;Ituiutaba;-18,98320648;-49,45986663
3134301;Itumirim;-21,31785657;-44,86922197
3134400;Iturama;-19,728;-50,196
3134509;Itutinga;-21,2972864;-44,6567588
3134608;Jaboticatubas;-19,52205969;-43,74538146
3134707;Jacinto;-16,14821777;-40,29687374
3134806;Jacuí;-21,017;-46,741
3134905;Jacutinga;-22,28599999;-46,61200008
3135001;Jaguaraçu;-19,64810603;-42,75114707
3135050;Jaíba;-15,35249812;-43,66737839
3135076;Jampruca;-18,46159857;-41,81016925
3135100;Janaúba;-15,80237928;-43,31065688
3135209;Januária;-15,48050328;-44,36489006
3135308;Japaraíba;-20,141;-45,503
3135357;Japonvar;-15,99839826;-44,27558429
3135407;Jeceaba;-20,5349796;-43,98298313
3135456;Jenipapo de Minas;-17,08299989;-42,25800254
3135506;Jequeri;-20,45483971;-42,66661334
3135605;Jequitaí;-17,23305989;-44,437521
3135704;Jequitibá;-19,236;-44,028
3135803;Jequitinhonha;-16,43717767;-41,00542746
3135902;Jesuânia;-21,998;-45,291
3136009;Joaíma;-16,65561274;-41,02487018
3136108;Joanésia;-19,17500751;-42,68106019
3136207;João Monlevade;-19,80999996;-43,17400139
3136306;João Pinheiro;-17,74183462;-46,17601047
3136405;Joaquim Felício;-17,758;-44,172
3136504;Jordânia;-15,89873082;-40,179049
3136520;José Gonçalves de Minas;-16,90862223;-42,60463734
3136553;José Raydan;-18,21823199;-42,4962732
3136579;Josenópolis;-16,54299302;-42,51557718
3136603;Nova União;-19,69;-43,58
3136652;Juatuba;-19,952;-44,343
3136702;Juiz de Fora;-21,75697768;-43,35967163
3136801;Juramento;-16,84879797;-43,58675855
3136900;Juruaia;-21,253;-46,577
3136959;Juvenília;-14,2707575;-44,15796273
3137007;Ladainha;-17,62873702;-41,73881303
3137106;Lagamar;-18,17771205;-46,80358079
3137205;Lagoa da Prata;-20,023;-45,544
3137304;Lagoa dos Patos;-16,98249595;-44,57918361
3137403;Lagoa Dourada;-20,91382714;-44,0780407
3137502;Lagoa Formosa;-18,77535724;-46,40386648
3137536;Lagoa Grande;-17,84357184;-46,5187505
3137601;Lagoa Santa;-19,627;-43,89
3137700;Lajinha;-20,15014905;-41,61920603
3137809;Lambari;-21,976;-45,35
3137908;Lamim;-20,78999801;-43,47196527
3138005;Laranjal;-21,36464693;-42,47814389
3138104;Lassance;-17,887;-44,578
3138203;Lavras;-21,24375478;-44,9882783
3138302;Leandro Ferreira;-19,71653569;-45,02403049
3138351;Leme do Prado;-17,08141616;-42,6919775
3138401;Leopoldina;-21,52881933;-42,64172809
3138500;Liberdade;-22,0243587;-44,31514094
3138609;Lima Duarte;-21,84461481;-43,80120576
3138625;Limeira do Oeste;-19,551;-50,581
3138658;Lontra;-15,90519462;-44,29736411
3138674;Luisburgo;-20,43904009;-42,10246404
3138682;Luislândia;-16,11707811;-44,58575241
3138708;Luminárias;-21,51087629;-44,90314954
3138807;Luz;-19,79269779;-45,68113693
3138906;Machacalis;-17,07711855;-40,71919249
3139003;Machado;-21,675;-45,92
3139102;Madre de Deus de Minas;-21,48186718;-44,32982949
3139201;Malacacheta;-17,8419999;-42,07700284
3139250;Mamonas;-15,04830298;-42,95180884
3139300;Manga;-14,75340763;-43,93660963
3139409;Manhuaçu;-20,25718964;-42,03371549
3139508;Manhumirim;-20,35574789;-41,95628992
3139607;Mantena;-18,77828221;-40,98189063
3139706;Maravilhas;-19,516;-44,676
3139805;Mar de Espanha;-21,86197428;-43,0081533
3139904;Maria da Fé;-22,30805555;-45,37527804
3140001;Mariana;-20,37792136;-43,4185234
3140100;Marilac;-18,50799992;-42,08400284
3140159;Mário Campos;-20,05595219;-44,18810944
3140209;Maripá de Minas;-21,69601039;-42,96279403
3140308;Marliéria;-19,7120371;-42,73347435
3140407;Marmelópolis;-22,44916666;-45,16527809
3140506;Martinho Campos;-19,33241763;-45,23770453
3140530;Martins Soares;-20,25638768;-41,87630226
3140555;Mata Verde;-15,68810756;-40,73959391
3140605;Materlândia;-18,47399993;-43,06000149
3140704;Mateus Leme;-19,986;-44,428
3140803;Matias Barbosa;-21,87311098;-43,31932887
3140852;Matias Cardoso;-14,85292983;-43,92034258
3140902;Matipó;-20,28710763;-42,34210366
3141009;Mato Verde;-15,3953783;-42,86122369
3141108;Matozinhos;-19,558;-44,081
3141207;Matutina;-19,22241477;-45,96992887
3141306;Medeiros;-19,99521943;-46,22261495
3141405;Medina;-16,2275623;-41,4771578
3141504;Mendes Pimentel;-18,66003272;-41,4056545
3141603;Mercês;-21,1959037;-43,3421907
3141702;Mesquita;-19,22178645;-42,61081964
3141801;Minas Novas;-17,2189999;-42,59000205
3141900;Minduri;-21,6823305;-44,60179406
3142007;Mirabela;-16,25196432;-44,16264359
3142106;Miradouro;-20,89256608;-42,34425585
3142205;Miraí;-21,19695574;-42,61265857
3142254;Miravânia;-14,74885978;-44,41098636
3142304;Moeda;-20,33323145;-44,05420443
3142403;Moema;-19,84304888;-45,41140104
3142502;Monjolos;-18,325;-44,119
3142601;Monsenhor Paulo;-21,758;-45,541
3142700;Montalvânia;-14,42384743;-44,36998013
3142809;Monte Alegre de Minas;-18,871;-48,88100001
3142908;Monte Azul;-15,15486866;-42,87164918
3143005;Monte Belo;-21,326;-46,368
3143104;Monte Carmelo;-18,72103193;-47,49967616
3143153;Monte Formoso;-16,86806441;-41,2547125
3143203;Monte Santo de Minas;-21,19;-46,98
3143302;Montes Claros;-16,72665346;-43,86135418
3143401;Monte Sião;-22,43299999;-46,57300008
3143450;Montezuma;-15,17530349;-42,50098707
3143500;Morada Nova de Minas;-18,60337032;-45,35407309
3143609;Morro da Garça;-18,547;-44,603
3143708;Morro do Pilar;-19,21882881;-43,38121566
3143807;Munhoz;-22,61305555;-46,36055566
3143906;Muriaé;-21,13251203;-42,37468776
3144003;Mutum;-19,81769816;-41,44067334
3144102;Muzambinho;-21,376;-46,526
3144201;Nacip Raydan;-18,45899992;-42,24900255
3144300;Nanuque;-17,84332021;-40,35095229
3144359;Naque;-19,22581445;-42,3302657
3144375;Natalândia;-16,5059187;-46,49417205
3144409;Natércia;-22,11999999;-45,5116669
3144508;Nazareno;-21,21832558;-44,61649392
3144607;Nepomuceno;-21,236;-45,236
3144656;Ninheira;-15,32005003;-41,75568003
3144672;Nova Belém;-18,4922845;-41,1051396
3144706;Nova Era;-19,7648599;-43,03269031
3144805;Nova Lima;-19,986;-43,847
3144904;Nova Módica;-18,43905592;-41,4979477
3145000;Nova Ponte;-19,16726486;-47,67407562
3145059;Nova Porteirinha;-15,80267119;-43,30073427
3145109;Nova Resende;-21,13212216;-46,42621805
3145208;Nova Serrana;-19,876;-44,984
3145307;Novo Cruzeiro;-17,46696046;-41,87956047
3145356;Novo Oriente de Minas;-17,4129422;-41,21826866
3145372;Novorizonte;-16,01805965;-42,40807112
3145406;Olaria;-21,85977229;-43,93688947
3145455;Olhos-d'Água;-17,397;-43,573
3145505;Olímpio Noronha;-22,06799999;-45,26400029
3145604;Oliveira;-20,69597969;-44,82693175
3145703;Oliveira Fortes;-21,3386752;-43,45754576
3145802;Onça de Pitangui;-19,73;-44,807
3145851;Oratórios;-20,43192457;-42,80377285
3145877;Orizânia;-20,50504312;-42,20692362
3145901;Ouro Branco;-20,52098978;-43,6920085
3146008;Ouro Fino;-22,28305555;-46,36888899
3146107;Ouro Preto;-20,38842883;-43,50449195
3146206;Ouro Verde de Minas;-18,06999168;-41,27451557
3146255;Padre Carvalho;-16,36437998;-42,51670166
3146305;Padre Paraíso;-17,07277176;-41,4849454
3146404;Paineiras;-18,90474148;-45,53596202
3146503;Pains;-20,371;-45,661
3146552;Pai Pedro;-15,53135826;-43,06794586
3146602;Paiva;-21,28866467;-43,41773148
3146701;Palma;-21,37504617;-42,3143685
3146750;Palmópolis;-16,73635466;-40,42220631
3146909;Papagaios;-19,449;-44,748
3147006;Paracatu;-17,22018941;-46,87485025
3147105;Pará de Minas;-19,86;-44,608
3147204;Paraguaçu;-21,547;-45,738
3147303;Paraisópolis;-22,55416666;-45,78000018
3147402;Paraopeba;-19,274;-44,404
3147501;Passabém;-19,3517937;-43,1383845
3147600;Passa Quatro;-22,39064177;-44,96556611
3147709;Passa Tempo;-20,65095339;-44,49591411
3147808;Passa Vinte;-22,20927491;-44,23506798
3147907;Passos;-20,71899999;-46,61000008
3147956;Patis;-16,07963992;-44,08127695
3148004;Patos de Minas;-18,59119304;-46,52298084
3148103;Patrocínio;-18,94325015;-46,99122156
3148202;Patrocínio do Muriaé;-21,1537688;-42,21045787
3148301;Paula Cândido;-20,8722856;-42,98118204
3148400;Paulistas;-18,42699993;-42,8680017
3148509;Pavão;-17,4288889;-41,00067943
3148608;Peçanha;-18,54903416;-42,5587707
3148707;Pedra Azul;-16,00590848;-41,2817432
3148756;Pedra Bonita;-20,52126135;-42,32778775
3148806;Pedra do Anta;-20,59665841;-42,71587373
3148905;Pedra do Indaiá;-20,258;-45,209
3149002;Pedra Dourada;-20,83149276;-42,15588987
3149101;Pedralva;-22,24277776;-45,46583381
3149150;Pedras de Maria da Cruz;-15,60734805;-44,3932298
3149200;Pedrinópolis;-19,22817651;-47,46437516
3149309;Pedro Leopoldo;-19,618;-44,043
3149408;Pedro Teixeira;-21,70506351;-43,74730893
3149507;Pequeri;-21,8408249;-43,12161954
3149606;Pequi;-19,633;-44,659
3149705;Perdigão;-19,95362684;-45,07649722
3149804;Perdizes;-19,34915732;-47,29348195
3149903;Perdões;-21,091;-45,091
3149952;Periquito;-19,15630878;-42,24101287
3150000;Pescador;-18,35494944;-41,59709088
3150109;Piau;-21,50327682;-43,31621387
3150158;Piedade de Caratinga;-19,76020653;-42,07700347
3150208;Piedade de Ponte Nova;-20,24647802;-42,73797479
3150307;Piedade do Rio Grande;-21,46749727;-44,19429334
3150406;Piedade dos Gerais;-20,4708065;-44,22352692
3150505;Pimenta;-20,484;-45,799
3150539;Pingo-d'Água;-19,72699996;-42,40800234
3150570;Pintópolis;-16,05760062;-45,14553419
3150604;Piracema;-20,50852209;-44,47837408
3150703;Pirajuba;-19,907;-48,70100001
3150802;Piranga;-20,68640776;-43,29924719
3150901;Piranguçu;-22,52777777;-45,49527802
3151008;Piranguinho;-22,4011111;-45,5316669
3151107;Pirapetinga;-21,65558811;-42,34513296
3151206;Pirapora;-17,345;-44,942
3151305;Piraúba;-21,27246957;-43,02782332
3151404;Pitangui;-19,683;-44,89
3151503;Piumhi;-20,465;-45,958
3151602;Planura;-20,138;-48,70200001
3151701;Poço Fundo;-21,781;-45,965
3151800;Poços de Caldas;-21,788;-46,561
3151909;Pocrane;-19,62029144;-41,63532372
3152006;Pompéu;-19,22549479;-44,99218446
3152105;Ponte Nova;-20,406435;-42,89866865
3152131;Ponto Chique;-16,6318181;-45,06410081
3152170;Ponto dos Volantes;-16,75016712;-41,50590074
3152204;Porteirinha;-15,74331662;-43,02934959
3152303;Porto Firme;-20,6721385;-43,08762354
3152402;Poté;-17,80827882;-41,78848077
3152501;Pouso Alegre;-22,22999999;-45,93638905
3152600;Pouso Alto;-22,19518883;-44,97436527
3152709;Prados;-21,05171682;-44,09024193
3152808;Prata;-19,307;-48,92400001
3152907;Pratápolis;-20,74499999;-46,86100006
3153004;Pratinha;-19,75269158;-46,38174065
3153103;Presidente Bernardes;-20,76788286;-43,18664439
3153202;Presidente Juscelino;-18,63921856;-44,05933114
3153301;Presidente Kubitschek;-18,614;-43,562
3153400;Presidente Olegário;-18,42057501;-46,41468117
3153509;Alto Jequitibá;-20,4271252;-41,96356057
3153608;Prudente de Morais;-19,482;-44,155
3153707;Quartel Geral;-19,27104686;-45,55934174
3153806;Queluzito;-20,74012099;-43,88406691
3153905;Raposos;-19,967;-43,804
3154002;Raul Soares;-20,10059424;-42,45038193
3154101;Recreio;-21,5235399;-42,47449302
3154150;Reduto;-20,24203719;-41,98215224
3154200;Resende Costa;-20,92204388;-44,23814713
3154309;Resplendor;-19,32523262;-41,24879005
3154408;Ressaquinha;-21,06176893;-43,76237915
3154457;Riachinho;-16,22032055;-45,99937636
3154507;Riacho dos Machados;-16,00648782;-43,0469226
3154606;Ribeirão das Neves;-19,767;-44,087
3154705;Ribeirão Vermelho;-21,191;-45,062
3154804;Rio Acima;-20,08786567;-43,78892873
3154903;Rio Casca;-20,22500261;-42,64877006
3155009;Rio Doce;-20,24538228;-42,89637125
3155108;Rio do Prado;-16,60956981;-40,57333191
3155207;Rio Espera;-20,85659214;-43,47541528
3155306;Rio Manso;-20,26494242;-44,30806438
3155405;Rio Novo;-21,47523801;-43,12715098
3155504;Rio Paranaíba;-19,19572473;-46,24002244
3155603;Rio Pardo de Minas;-15,61715781;-42,54338091
3155702;Rio Piracicaba;-19,92899996;-43,17400139
3155801;Rio Pomba;-21,26981794;-43,1771484
3155900;Rio Preto;-22,08874193;-43,82881604
3156007;Rio Vermelho;-18,29399986;-43,00900308
3156106;Ritápolis;-21,02426941;-44,32483472
3156205;Rochedo de Minas;-21,62834566;-43,01943519
3156304;Rodeiro;-21,20036934;-42,86590291
3156403;Romaria;-18,8844741;-47,58404738
3156452;Rosário da Limeira;-20,9797728;-42,50962347
3156502;Rubelita;-16,4077368;-42,26190083
3156601;Rubim;-16,37949118;-40,540627
3156700;Sabará;-19,886;-43,807
3156809;Sabinópolis;-18,66611099;-43,08389182
3156908;Sacramento;-19,87208728;-47,44238234
3157005;Salinas;-16,16227944;-42,2908731
3157104;Salto da Divisa;-15,99816267;-39,95005243
3157203;Santa Bárbara;-19,95899992;-43,41500235
3157252;Santa Bárbara do Leste;-19,97798024;-42,14079216
3157278;Santa Bárbara do Monte Verde;-21,95819402;-43,70460516
3157302;Santa Bárbara do Tugúrio;-21,24349583;-43,56019761
3157336;Santa Cruz de Minas;-21,11947103;-44,22325785
3157377;Santa Cruz de Salinas;-16,09764759;-41,74867991
3157401;Santa Cruz do Escalvado;-20,2360843;-42,8149458
3157500;Santa Efigênia de Minas;-18,82510924;-42,43925757
3157609;Santa Fé de Minas;-16,69369613;-45,41484676
3157658;Santa Helena de Minas;-16,93730363;-40,68427279
3157708;Santa Juliana;-19,31175824;-47,52954488
3157807;Santa Luzia;-19,77;-43,851
3157906;Santa Margarida;-20,38240542;-42,2516909
3158003;Santa Maria de Itabira;-19,44873505;-43,11392859
3158102;Santa Maria do Salto;-16,24897127;-40,14776681
3158201;Santa Maria do Suaçuí;-18,18893902;-42,41939901
3158300;Santana da Vargem;-21,249;-45,507
3158409;Santana de Cataguases;-21,28744339;-42,55434086
3158508;Santana de Pirapama;-18,99921241;-44,04669795
3158607;Santana do Deserto;-21,9511091;-43,16618561
3158706;Santana do Garambéu;-21,60197147;-44,10946714
3158805;Santana do Jacaré;-20,898;-45,131
3158904;Santana do Manhuaçu;-20,10809285;-41,92482769
3158953;Santana do Paraíso;-19,37242868;-42,55108582
3159001;Santana do Riacho;-19,169;-43,714
3159100;Santana dos Montes;-20,78784521;-43,69215447
3159209;Santa Rita de Caldas;-22,0286111;-46,33666678
3159308;Santa Rita de Jacutinga;-22,14865614;-44,09347305
3159357;Santa Rita de Minas;-19,87499997;-42,13200281
3159407;Santa Rita de Ibitipoca;-21,56269131;-43,91658855
3159506;Santa Rita do Itueto;-19,35939907;-41,38006471
3159605;Santa Rita do Sapucaí;-22,25222221;-45,70333352
3159704;Santa Rosa da Serra;-19,53124202;-45,96855216
3159803;Santa Vitória;-18,839;-50,121
3159902;Santo Antônio do Amparo;-20,94609507;-44,91912781
3160009;Santo Antônio do Aventureiro;-21,7574802;-42,81668551
3160108;Santo Antônio do Grama;-20,31610931;-42,60899795
3160207;Santo Antônio do Itambé;-18,46599994;-43,30700126
3160306;Santo Antônio do Jacinto;-16,53257647;-40,17588157
3160405;Santo Antônio do Monte;-20,087;-45,294
3160454;Santo Antônio do Retiro;-15,34214999;-42,62275364
3160504;Santo Antônio do Rio Abaixo;-19,22799995;-43,2540013
3160603;Santo Hipólito;-18,297;-44,223
3160702;Santos Dumont;-21,45833938;-43,55189005
3160801;São Bento Abade;-21,582;-45,076
3160900;São Brás do Suaçuí;-20,62521433;-43,94885869
3160959;São Domingos das Dores;-19,52671654;-42,01209064
3161007;São Domingos do Prata;-19,86499996;-42,9680016
3161056;São Félix de Minas;-18,58994528;-41,48932368
3161106;São Francisco;-15,95511481;-44,86106262
3161205;São Francisco de Paula;-20,71007205;-44,98516173
3161304;São Francisco de Sales;-19,863;-49,774
3161403;São Francisco do Glória;-20,78737322;-42,26889425
3161502;São Geraldo;-20,92569837;-42,83430853
3161601;São Geraldo da Piedade;-18,84430126;-42,28864231
3161650;São Geraldo do Baixio;-18,91730571;-41,35920279
3161700;São Gonçalo do Abaeté;-18,34034612;-45,83350032
3161809;São Gonçalo do Pará;-19,983;-44,859
3161908;São Gonçalo do Rio Abaixo;-19,82599996;-43,36200122
3162005;São Gonçalo do Sapucaí;-21,892;-45,595
3162104;São Gotardo;-19,31408922;-46,04893896
3162203;São João Batista do Glória;-20,64099999;-46,50600009
3162252;São João da Lagoa;-16,85077324;-44,34616064
3162302;São João da Mata;-21,93;-45,929
3162401;São João da Ponte;-15,92867762;-44,00584279
3162450;São João das Missões;-14,88297314;-44,08280498
3162500;São João del Rei;-21,13369583;-44,2514385
3162559;São João do Manhuaçu;-20,39291603;-42,15318605
3162575;São João do Manteninha;-18,72354561;-41,1633057
3162609;São João do Oriente;-19,33899995;-42,15800273
3162658;São João do Pacuí;-16,53263756;-44,53028229
3162708;São João do Paraíso;-15,3173206;-42,01950603
3162807;São João Evangelista;-18,54511076;-42,76401082
3162906;São João Nepomuceno;-21,53678583;-43,01530766
3162922;São Joaquim de Bicas;-20,04902609;-44,27400943
3162948;São José da Barra;-20,718;-46,311
3162955;São José da Lapa;-19,701;-43,955
3163003;São José da Safira;-18,32490251;-42,14610252
3163102;São José da Varginha;-19,71;-44,557
3163201;São José do Alegre;-22,3286111;-45,52638912
3163300;São José do Divino;-18,48032958;-41,38782839
3163409;São José do Goiabal;-19,92899996;-42,70500192
3163508;São José do Jacuri;-18,27692904;-42,6712626
3163607;São José do Mantimento;-20,00389976;-41,74604356
3163706;São Lourenço;-22,11638888;-45,05444478
3163805;São Miguel do Anta;-20,70554844;-42,71979817
3163904;São Pedro da União;-21,127;-46,615
3164001;São Pedro dos Ferros;-20,17063149;-42,52440837
3164100;São Pedro do Suaçuí;-18,36599992;-42,60300202
3164209;São Romão;-16,36713012;-45,0686289
3164308;São Roque de Minas;-20,245;-46,366
3164407;São Sebastião da Bela Vista;-22,15916666;-45,75416685
3164431;São Sebastião da Vargem Alegre;-21,07117792;-42,63796775
3164472;São Sebastião do Anta;-19,49815408;-41,9800459
3164506;São Sebastião do Maranhão;-18,08870303;-42,57066369
3164605;São Sebastião do Oeste;-20,276;-45,005
3164704;São Sebastião do Paraíso;-20,91699999;-46,99100005
3164803;São Sebastião do Rio Preto;-19,29298136;-43,17489634
3164902;São Sebastião do Rio Verde;-22,21906064;-44,97846365
3165008;São Tiago;-20,91300082;-44,5089542
3165107;São Tomás de Aquino;-20,78399999;-47,09800005
3165206;São Tomé das Letras;-21,72186228;-44,98412112
3165305;São Vicente de Minas;-21,70024503;-44,44513056
3165404;Sapucaí-Mirim;-22,74777777;-45,74250019
3165503;Sardoá;-18,78399987;-42,36500474
3165537;Sarzedo;-20,0349497;-44,14511554
3165552;Setubinha;-17,6019998;-42,16300539
3165560;Sem-Peixe;-20,10293393;-42,84063232
3165578;Senador Amaral;-22,58722221;-46,17666679
3165602;Senador Cortes;-21,80251696;-42,9443321
3165701;Senador Firmino;-20,9159191;-43,10323436
3165800;Senador José Bento;-22,16444443;-46,17888901
3165909;Senador Modestino Gonçalves;-17,94699993;-43,22500133
3166006;Senhora de Oliveira;-20,79446547;-43,34515598
3166105;Senhora do Porto;-18,89320752;-43,08440812
3166204;Senhora dos Remédios;-21,02874208;-43,58285586
3166303;Sericita;-20,47224586;-42,48539698
3166402;Seritinga;-21,90871779;-44,51921893
3166501;Serra Azul de Minas;-18,36199993;-43,17000138
3166600;Serra da Saudade;-19,43929927;-45,79484097
3166709;Serra dos Aimorés;-17,7866441;-40,24329401
3166808;Serra do Salitre;-19,11025094;-46,68155923
3166907;Serrania;-21,548;-46,04
3166956;Serranópolis de Minas;-15,81145891;-42,87177259
3167004;Serranos;-21,88903596;-44,51244904
3167103;Serro;-18,60499994;-43,37900119
3167202;Sete Lagoas;-19,466;-44,247
3167301;Silveirânia;-21,16463754;-43,21787847
3167400;Silvianópolis;-22,02944443;-45,83500017
3167509;Simão Pereira;-21,96397574;-43,31328897
3167608;Simonésia;-20,12170381;-42,00226913
3167707;Sobrália;-19,2349999;-42,09800567
3167806;Soledade de Minas;-22,05999999;-45,04500034
3167905;Tabuleiro;-21,35876707;-43,24974594
3168002;Taiobeiras;-15,80902312;-42,22230905
3168051;Taparuba;-19,76216858;-41,61398974
3168101;Tapira;-19,92310975;-46,82224691
3168200;Tapiraí;-19,88799448;-46,02043702
3168309;Taquaraçu de Minas;-19,67;-43,687
3168408;Tarumirim;-19,28099995;-42,00700301
3168507;Teixeiras;-20,65127979;-42,85778516
3168606;Teófilo Otoni;-17,86113953;-41,50354108
3168705;Timóteo;-19,58299995;-42,64400199
3168804;Tiradentes;-21,10889849;-44,16915974
3168903;Tiros;-19,00412955;-45,9629445
3169000;Tocantins;-21,17307141;-43,02365523
3169059;Tocos do Moji;-22,37055555;-46,09555583
3169109;Toledo;-22,74305555;-46,37194454
3169208;Tombos;-20,90697198;-42,02697335
3169307;Três Corações;-21,697;-45,253
3169356;Três Marias;-18,2022082;-45,22857457
3169406;Três Pontas;-21,367;-45,513
3169505;Tumiritinga;-18,97865582;-41,64268565
3169604;Tupaciguara;-18,593;-48,70500001
3169703;Turmalina;-17,28599991;-42,73000187
3169802;Turvolândia;-21,876;-45,787
3169901;Ubá;-21,1175731;-42,941322
3170008;Ubaí;-16,28518304;-44,7826832
3170057;Ubaporanga;-19,63499993;-42,10600568
3170107;Uberaba;-19,75888799;-47,93455535
3170206;Uberlândia;-18,919;-48,27700002
3170305;Umburatiba;-17,25459703;-40,57147216
3170404;Unaí;-16,36109735;-46,89757572
3170438;União de Minas;-19,53;-50,336
3170479;Uruana de Minas;-16,0603004;-46,25654199
3170503;Urucânia;-20,35321471;-42,7415579
3170529;Urucuia;-16,12448238;-45,74102386
3170578;Vargem Alegre;-19,60799983;-42,29801002
3170602;Vargem Bonita;-20,327;-46,366
3170651;Vargem Grande do Rio Pardo;-15,40157714;-42,30967618
3170701;Varginha;-21,551;-45,43
3170750;Varjão de Minas;-18,37859442;-46,03107269
3170800;Várzea da Palma;-17,598;-44,731
3170909;Varzelândia;-15,70390359;-44,02979067
3171006;Vazante;-17,99022386;-46,90088248
3171030;Verdelândia;-15,59266801;-43,60703231
3171071;Veredinha;-17,39899991;-42,73600186
3171105;Veríssimo;-19,663;-48,30800001
3171154;Vermelho Novo;-20,03657387;-42,2666805
3171204;Vespasiano;-19,692;-43,923
3171303;Viçosa;-20,75545932;-42,88477675
3171402;Vieiras;-20,86527159;-42,24552971
3171501;Mathias Lobato;-18,57673296;-41,91679174
3171600;Virgem da Lapa;-16,80204816;-42,34291798
3171709;Virgínia;-22,33333331;-45,09166734
3171808;Virginópolis;-18,82207934;-42,70475677
3171907;Virgolândia;-18,47494061;-42,30799608
3172004;Visconde do Rio Branco;-21,01104615;-42,83654341
3172103;Volta Grande;-21,7731392;-42,53617947
3172202;Wenceslau Braz;-22,53444443;-45,36277805
3200102;Afonso Cláudio;-20,07557214;-41,1239809
3200136;Águia Branca;-18,98709805;-40,73891652
3200169;Água Doce do Norte;-18,54703322;-40,98136294
3200201;Alegre;-20,76336771;-41,53517808
3200300;Alfredo Chaves;-20,63730916;-40,74883035
3200359;Alto Rio Novo;-19,05788853;-41,01870026
3200409;Anchieta;-20,805613;-40,647659
3200508;Apiacá;-21,15688044;-41,56764984
3200607;Aracruz;-19,82284081;-40,27308319
3200706;Atílio Vivácqua;-20,91817465;-41,1913923
3200805;Baixo Guandu;-19,51192631;-41,01596254
3200904;Barra de São Francisco;-18,75530885;-40,89095378
3201001;Boa Esperança;-18,53960841;-40,29475312
3201100;Bom Jesus do Norte;-21,12543856;-41,67213662
3201159;Brejetuba;-20,14393187;-41,28790317
3201209;Cachoeiro de Itapemirim;-20,84563006;-41,13263517
3201308;Cariacica;-20,28700032;-40,38997569
3201407;Castelo;-20,60745164;-41,20506538
3201506;Colatina;-19,54187933;-40,62862015
3201605;Conceição da Barra;-18,58265921;-39,7328331
3201704;Conceição do Castelo;-20,36052327;-41,24657413
3201803;Divino de São Lourenço;-20,62057924;-41,68378991
3201902;Domingos Martins;-20,36367052;-40,65956456
3202009;Dores do Rio Preto;-20,69154962;-41,84914032
3202108;Ecoporanga;-18,37254804;-40,8307025
3202207;Fundão;-19,93562089;-40,40501411
3202256;Governador Lindenberg;-19,252105;-40,46159677
